Scenario,Asset,Strategy,Seed,Final Date,Final Value,Total Invested,Random Value
A,^GSPC,0.98buythedip,34,4/11/25,2522.62,4100,2711.45
A,^GSPC,0.98buythedip,35,4/11/25,2522.62,4100,2692.41
A,^GSPC,0.98buythedip,36,4/11/25,2522.62,4100,2670.77
A,^GSPC,0.98buythedip,37,4/11/25,2522.62,4100,2614.26
A,^GSPC,0.98buythedip,38,4/11/25,2522.62,4100,2642.83
A,^GSPC,0.98buythedip,39,4/11/25,2522.62,4100,2729.48
A,^GSPC,0.98buythedip,40,4/11/25,2522.62,4100,2726.87
A,^GSPC,0.98buythedip,41,4/11/25,2522.62,4100,2758.09
A,^GSPC,0.98buythedip,42,4/11/25,2522.62,4100,2800.44
A,^GSPC,0.98buythedip,43,4/11/25,2522.62,4100,2622.42
A,^GSPC,0.98buythedip,44,4/11/25,2522.62,4100,2667.57
A,^GSPC,0.98buythedip,45,4/11/25,2522.62,4100,2813.09
A,^GSPC,0.98buythedip,46,4/11/25,2522.62,4100,2733.57
A,^GSPC,0.98buythedip,47,4/11/25,2522.62,4100,2616.72
A,^GSPC,0.98buythedip,48,4/11/25,2522.62,4100,2688.75
A,^GSPC,0.98buythedip,49,4/11/25,2522.62,4100,2686.21
A,^GSPC,0.98buythedip,50,4/11/25,2522.62,4100,2612.36
A,^GSPC,0.98buythedip,51,4/11/25,2522.62,4100,2617.71
A,^GSPC,0.98buythedip,52,4/11/25,2522.62,4100,2731.71
A,^GSPC,0.98buythedip,53,4/11/25,2522.62,4100,2719.09
A,^GSPC,0.98buythedip,54,4/11/25,2522.62,4100,2583.99
A,^GSPC,0.98buythedip,55,4/11/25,2522.62,4100,2693.08
A,^GSPC,0.98buythedip,56,4/11/25,2522.62,4100,2653.66
A,^GSPC,0.98buythedip,57,4/11/25,2522.62,4100,2580.71
A,^GSPC,0.98buythedip,58,4/11/25,2522.62,4100,2663.37
A,^GSPC,0.98buythedip,59,4/11/25,2522.62,4100,2740.05
A,^GSPC,0.98buythedip,60,4/11/25,2522.62,4100,2774.43
A,^GSPC,0.98buythedip,61,4/11/25,2522.62,4100,2703.53
A,^GSPC,0.98buythedip,62,4/11/25,2522.62,4100,2733.53
A,^GSPC,0.98buythedip,63,4/11/25,2522.62,4100,2729.68
A,^GSPC,0.98buythedip,64,4/11/25,2522.62,4100,2766.49
A,^GSPC,0.98buythedip,65,4/11/25,2522.62,4100,2648.17
A,^GSPC,0.98buythedip,66,4/11/25,2522.62,4100,2704.51
A,^GSPC,0.98buythedip,67,4/11/25,2522.62,4100,2719.02
A,^GSPC,0.98buythedip,68,4/11/25,2522.62,4100,2617.92
A,^GSPC,0.98buythedip,69,4/11/25,2522.62,4100,2566.28
A,^GSPC,0.98buythedip,70,4/11/25,2522.62,4100,2767.21
A,^GSPC,0.98buythedip,71,4/11/25,2522.62,4100,2734.78
A,^GSPC,0.98buythedip,72,4/11/25,2522.62,4100,2685.41
A,^GSPC,0.98buythedip,73,4/11/25,2522.62,4100,2663.36
A,^GSPC,0.98buythedip,74,4/11/25,2522.62,4100,2736.13
A,^GSPC,0.98buythedip,75,4/11/25,2522.62,4100,2558.11
A,^GSPC,0.98buythedip,76,4/11/25,2522.62,4100,2757.28
A,^GSPC,0.98buythedip,77,4/11/25,2522.62,4100,2739.04
A,^GSPC,0.98buythedip,78,4/11/25,2522.62,4100,2704.61
A,^GSPC,0.98buythedip,79,4/11/25,2522.62,4100,2727.67
A,^GSPC,0.98buythedip,80,4/11/25,2522.62,4100,2619.18
A,^GSPC,0.98buythedip,81,4/11/25,2522.62,4100,2711.91
A,^GSPC,0.98buythedip,82,4/11/25,2522.62,4100,2742.24
A,^GSPC,0.98buythedip,83,4/11/25,2522.62,4100,2795.44
A,^GSPC,0.98buythedip,84,4/11/25,2522.62,4100,2600.88
A,^GSPC,0.98buythedip,85,4/11/25,2522.62,4100,2631.13
A,^GSPC,0.98buythedip,86,4/11/25,2522.62,4100,2719.22
A,^GSPC,0.98buythedip,87,4/11/25,2522.62,4100,2724.04
A,^GSPC,0.98buythedip,88,4/11/25,2522.62,4100,2732.7
A,^GSPC,0.98buythedip,89,4/11/25,2522.62,4100,2708.19
A,^GSPC,0.98buythedip,90,4/11/25,2522.62,4100,2611.65
A,^GSPC,0.98buythedip,91,4/11/25,2522.62,4100,2619.24
A,^GSPC,0.98buythedip,92,4/11/25,2522.62,4100,2670.1
A,^GSPC,0.98buythedip,93,4/11/25,2522.62,4100,2661.64
A,^GSPC,0.98buythedip,94,4/11/25,2522.62,4100,2680.82
A,^GSPC,0.98buythedip,95,4/11/25,2522.62,4100,2668.12
A,^GSPC,0.98buythedip,96,4/11/25,2522.62,4100,2743.63
A,^GSPC,0.98buythedip,97,4/11/25,2522.62,4100,2751.76
A,^GSPC,0.98buythedip,98,4/11/25,2522.62,4100,2663.55
A,^GSPC,0.98buythedip,99,4/11/25,2522.62,4100,2646.25
A,^GSPC,0.98buythedip,100,4/11/25,2522.62,4100,2734.56
A,^GSPC,complexbuythedip,1,4/11/25,2797.04,2600,2646.13
A,^GSPC,complexbuythedip,2,4/11/25,2797.04,2600,2666.6
A,^GSPC,complexbuythedip,3,4/11/25,2797.04,2600,2608.15
A,^GSPC,complexbuythedip,4,4/11/25,2797.04,2600,2793.15
A,^GSPC,complexbuythedip,5,4/11/25,2797.04,2600,2670.39
A,^GSPC,complexbuythedip,6,4/11/25,2797.04,2600,2675.61
A,^GSPC,complexbuythedip,7,4/11/25,2797.04,2600,2735.55
A,^GSPC,complexbuythedip,8,4/11/25,2797.04,2600,2665.74
A,^GSPC,complexbuythedip,9,4/11/25,2797.04,2600,2654.89
A,^GSPC,complexbuythedip,10,4/11/25,2797.04,2600,2653.06
A,^GSPC,complexbuythedip,11,4/11/25,2797.04,2600,2618.05
A,^GSPC,complexbuythedip,12,4/11/25,2797.04,2600,2575.47
A,^GSPC,complexbuythedip,13,4/11/25,2797.04,2600,2777.62
A,^GSPC,complexbuythedip,14,4/11/25,2797.04,2600,2713.31
A,^GSPC,complexbuythedip,15,4/11/25,2797.04,2600,2797.73
A,^GSPC,complexbuythedip,16,4/11/25,2797.04,2600,2700.95
A,^GSPC,complexbuythedip,17,4/11/25,2797.04,2600,2717.15
A,^GSPC,complexbuythedip,18,4/11/25,2797.04,2600,2764.18
A,^GSPC,complexbuythedip,19,4/11/25,2797.04,2600,2739.65
A,^GSPC,complexbuythedip,20,4/11/25,2797.04,2600,2690.84
A,^GSPC,complexbuythedip,21,4/11/25,2797.04,2600,2682.4
A,^GSPC,complexbuythedip,22,4/11/25,2797.04,2600,2747.3
A,^GSPC,complexbuythedip,23,4/11/25,2797.04,2600,2698.62
A,^GSPC,complexbuythedip,24,4/11/25,2797.04,2600,2736.67
A,^GSPC,complexbuythedip,25,4/11/25,2797.04,2600,2693.03
A,^GSPC,complexbuythedip,26,4/11/25,2797.04,2600,2718.9
A,^GSPC,complexbuythedip,27,4/11/25,2797.04,2600,2726.54
A,^GSPC,complexbuythedip,28,4/11/25,2797.04,2600,2772.47
A,^GSPC,complexbuythedip,29,4/11/25,2797.04,2600,2649.39
A,^GSPC,complexbuythedip,30,4/11/25,2797.04,2600,2716.8
A,^GSPC,complexbuythedip,31,4/11/25,2797.04,2600,2783.52
A,^GSPC,complexbuythedip,32,4/11/25,2797.04,2600,2722.86
A,^GSPC,complexbuythedip,33,4/11/25,2797.04,2600,2613.88
A,^GSPC,complexbuythedip,34,4/11/25,2797.04,2600,2711.45
A,^GSPC,complexbuythedip,35,4/11/25,2797.04,2600,2692.41
A,^GSPC,complexbuythedip,36,4/11/25,2797.04,2600,2670.77
A,^GSPC,complexbuythedip,37,4/11/25,2797.04,2600,2614.26
A,^GSPC,complexbuythedip,38,4/11/25,2797.04,2600,2642.83
A,^GSPC,complexbuythedip,39,4/11/25,2797.04,2600,2729.48
A,^GSPC,complexbuythedip,40,4/11/25,2797.04,2600,2726.87
A,^GSPC,complexbuythedip,41,4/11/25,2797.04,2600,2758.09
A,^GSPC,complexbuythedip,42,4/11/25,2797.04,2600,2800.44
A,^GSPC,complexbuythedip,43,4/11/25,2797.04,2600,2622.42
A,^GSPC,complexbuythedip,44,4/11/25,2797.04,2600,2667.57
A,^GSPC,complexbuythedip,45,4/11/25,2797.04,2600,2813.09
A,^GSPC,complexbuythedip,46,4/11/25,2797.04,2600,2733.57
A,^GSPC,complexbuythedip,47,4/11/25,2797.04,2600,2616.72
A,^GSPC,complexbuythedip,48,4/11/25,2797.04,2600,2688.75
A,^GSPC,complexbuythedip,49,4/11/25,2797.04,2600,2686.21
A,^GSPC,complexbuythedip,50,4/11/25,2797.04,2600,2612.36
A,^GSPC,complexbuythedip,51,4/11/25,2797.04,2600,2617.71
A,^GSPC,complexbuythedip,52,4/11/25,2797.04,2600,2731.71
A,^GSPC,complexbuythedip,53,4/11/25,2797.04,2600,2719.09
A,^GSPC,complexbuythedip,54,4/11/25,2797.04,2600,2583.99
A,^GSPC,complexbuythedip,55,4/11/25,2797.04,2600,2693.08
A,^GSPC,complexbuythedip,56,4/11/25,2797.04,2600,2653.66
A,^GSPC,complexbuythedip,57,4/11/25,2797.04,2600,2580.71
A,^GSPC,complexbuythedip,58,4/11/25,2797.04,2600,2663.37
A,^GSPC,complexbuythedip,59,4/11/25,2797.04,2600,2740.05
A,^GSPC,complexbuythedip,60,4/11/25,2797.04,2600,2774.43
A,^GSPC,complexbuythedip,61,4/11/25,2797.04,2600,2703.53
A,^GSPC,complexbuythedip,62,4/11/25,2797.04,2600,2733.53
A,^GSPC,complexbuythedip,63,4/11/25,2797.04,2600,2729.68
A,^GSPC,complexbuythedip,64,4/11/25,2797.04,2600,2766.49
A,^GSPC,complexbuythedip,65,4/11/25,2797.04,2600,2648.17
A,^GSPC,complexbuythedip,66,4/11/25,2797.04,2600,2704.51
A,^GSPC,complexbuythedip,67,4/11/25,2797.04,2600,2719.02
A,^GSPC,complexbuythedip,68,4/11/25,2797.04,2600,2617.92
A,^GSPC,complexbuythedip,69,4/11/25,2797.04,2600,2566.28
A,^GSPC,complexbuythedip,70,4/11/25,2797.04,2600,2767.21
A,^GSPC,complexbuythedip,71,4/11/25,2797.04,2600,2734.78
A,^GSPC,complexbuythedip,72,4/11/25,2797.04,2600,2685.41
A,^GSPC,complexbuythedip,73,4/11/25,2797.04,2600,2663.36
A,^GSPC,complexbuythedip,74,4/11/25,2797.04,2600,2736.13
A,^GSPC,complexbuythedip,75,4/11/25,2797.04,2600,2558.11
A,^GSPC,complexbuythedip,76,4/11/25,2797.04,2600,2757.28
A,^GSPC,complexbuythedip,77,4/11/25,2797.04,2600,2739.04
A,^GSPC,complexbuythedip,78,4/11/25,2797.04,2600,2704.61
A,^GSPC,complexbuythedip,79,4/11/25,2797.04,2600,2727.67
A,^GSPC,complexbuythedip,80,4/11/25,2797.04,2600,2619.18
A,^GSPC,complexbuythedip,81,4/11/25,2797.04,2600,2711.91
A,^GSPC,complexbuythedip,82,4/11/25,2797.04,2600,2742.24
A,^GSPC,complexbuythedip,83,4/11/25,2797.04,2600,2795.44
A,^GSPC,complexbuythedip,84,4/11/25,2797.04,2600,2600.88
A,^GSPC,complexbuythedip,85,4/11/25,2797.04,2600,2631.13
A,^GSPC,complexbuythedip,86,4/11/25,2797.04,2600,2719.22
A,^GSPC,complexbuythedip,87,4/11/25,2797.04,2600,2724.04
A,^GSPC,complexbuythedip,88,4/11/25,2797.04,2600,2732.7
A,^GSPC,complexbuythedip,89,4/11/25,2797.04,2600,2708.19
A,^GSPC,complexbuythedip,90,4/11/25,2797.04,2600,2611.65
A,^GSPC,complexbuythedip,91,4/11/25,2797.04,2600,2619.24
A,^GSPC,complexbuythedip,92,4/11/25,2797.04,2600,2670.1
A,^GSPC,complexbuythedip,93,4/11/25,2797.04,2600,2661.64
A,^GSPC,complexbuythedip,94,4/11/25,2797.04,2600,2680.82
A,^GSPC,complexbuythedip,95,4/11/25,2797.04,2600,2668.12
A,^GSPC,complexbuythedip,96,4/11/25,2797.04,2600,2743.63
A,^GSPC,complexbuythedip,97,4/11/25,2797.04,2600,2751.76
A,^GSPC,complexbuythedip,98,4/11/25,2797.04,2600,2663.55
A,^GSPC,complexbuythedip,99,4/11/25,2797.04,2600,2646.25
A,^GSPC,complexbuythedip,100,4/11/25,2797.04,2600,2734.56
B,^GSPC,first,1,4/11/25,8980.89,8000,8883.75
B,^GSPC,first,2,4/11/25,8980.89,8000,8934.91
B,^GSPC,first,3,4/11/25,8980.89,8000,8788.8
B,^GSPC,first,4,4/11/25,8980.89,8000,9251.29
B,^GSPC,first,5,4/11/25,8980.89,8000,8944.39
B,^GSPC,first,6,4/11/25,8980.89,8000,8957.45
B,^GSPC,first,7,4/11/25,8980.89,8000,9107.29
B,^GSPC,first,8,4/11/25,8980.89,8000,8932.77
B,^GSPC,first,9,4/11/25,8980.89,8000,8905.65
B,^GSPC,first,10,4/11/25,8980.89,8000,8901.07
B,^GSPC,first,11,4/11/25,8980.89,8000,8813.55
B,^GSPC,first,12,4/11/25,8980.89,8000,8707.09
B,^GSPC,first,13,4/11/25,8980.89,8000,9212.45
B,^GSPC,first,14,4/11/25,8980.89,8000,9051.69
B,^GSPC,first,15,4/11/25,8980.89,8000,9262.75
B,^GSPC,first,16,4/11/25,8980.89,8000,9020.8
B,^GSPC,first,17,4/11/25,8980.89,8000,9061.3
B,^GSPC,first,18,4/11/25,8980.89,8000,9178.86
B,^GSPC,first,19,4/11/25,8980.89,8000,9117.54
B,^GSPC,first,20,4/11/25,8980.89,8000,8995.51
B,^GSPC,first,21,4/11/25,8980.89,8000,8974.42
B,^GSPC,first,22,4/11/25,8980.89,8000,9136.68
B,^GSPC,first,23,4/11/25,8980.89,8000,9014.96
B,^GSPC,first,24,4/11/25,8980.89,8000,9110.08
B,^GSPC,first,25,4/11/25,8980.89,8000,9000.99
B,^GSPC,first,26,4/11/25,8980.89,8000,9065.65
B,^GSPC,first,27,4/11/25,8980.89,8000,9084.77
B,^GSPC,first,28,4/11/25,8980.89,8000,9199.58
B,^GSPC,first,29,4/11/25,8980.89,8000,8891.88
B,^GSPC,first,30,4/11/25,8980.89,8000,9060.41
B,^GSPC,first,31,4/11/25,8980.89,8000,9227.22
B,^GSPC,first,32,4/11/25,8980.89,8000,9075.57
B,^GSPC,first,33,4/11/25,8980.89,8000,8803.11
B,^GSPC,first,34,4/11/25,8980.89,8000,9047.03
B,^GSPC,first,35,4/11/25,8980.89,8000,8999.45
B,^GSPC,first,36,4/11/25,8980.89,8000,8945.34
B,^GSPC,first,37,4/11/25,8980.89,8000,8804.05
B,^GSPC,first,38,4/11/25,8980.89,8000,8875.49
B,^GSPC,first,39,4/11/25,8980.89,8000,9092.13
B,^GSPC,first,40,4/11/25,8980.89,8000,9085.6
B,^GSPC,first,41,4/11/25,8980.89,8000,9163.64
B,^GSPC,first,42,4/11/25,8980.89,8000,9269.5
B,^GSPC,first,43,4/11/25,8980.89,8000,8824.46
B,^GSPC,first,44,4/11/25,8980.89,8000,8937.34
B,^GSPC,first,45,4/11/25,8980.89,8000,9301.14
B,^GSPC,first,46,4/11/25,8980.89,8000,9102.33
B,^GSPC,first,47,4/11/25,8980.89,8000,8810.2
B,^GSPC,first,48,4/11/25,8980.89,8000,8990.29
B,^GSPC,first,49,4/11/25,8980.89,8000,8983.94
B,^GSPC,first,50,4/11/25,8980.89,8000,8799.31
B,^GSPC,first,51,4/11/25,8980.89,8000,8812.69
B,^GSPC,first,52,4/11/25,8980.89,8000,9097.68
B,^GSPC,first,53,4/11/25,8980.89,8000,9066.13
B,^GSPC,first,54,4/11/25,8980.89,8000,8728.38
B,^GSPC,first,55,4/11/25,8980.89,8000,9001.11
B,^GSPC,first,56,4/11/25,8980.89,8000,8902.56
B,^GSPC,first,57,4/11/25,8980.89,8000,8720.19
B,^GSPC,first,58,4/11/25,8980.89,8000,8926.85
B,^GSPC,first,59,4/11/25,8980.89,8000,9118.54
B,^GSPC,first,60,4/11/25,8980.89,8000,9204.5
B,^GSPC,first,61,4/11/25,8980.89,8000,9027.24
B,^GSPC,first,62,4/11/25,8980.89,8000,9102.23
B,^GSPC,first,63,4/11/25,8980.89,8000,9092.62
B,^GSPC,first,64,4/11/25,8980.89,8000,9184.65
B,^GSPC,first,65,4/11/25,8980.89,8000,8888.83
B,^GSPC,first,66,4/11/25,8980.89,8000,9029.69
B,^GSPC,first,67,4/11/25,8980.89,8000,9065.96
B,^GSPC,first,68,4/11/25,8980.89,8000,8813.21
B,^GSPC,first,69,4/11/25,8980.89,8000,8684.11
B,^GSPC,first,70,4/11/25,8980.89,8000,9186.43
B,^GSPC,first,71,4/11/25,8980.89,8000,9105.35
B,^GSPC,first,72,4/11/25,8980.89,8000,8981.93
B,^GSPC,first,73,4/11/25,8980.89,8000,8926.81
B,^GSPC,first,74,4/11/25,8980.89,8000,9108.74
B,^GSPC,first,75,4/11/25,8980.89,8000,8663.69
B,^GSPC,first,76,4/11/25,8980.89,8000,9161.62
B,^GSPC,first,77,4/11/25,8980.89,8000,9116.01
B,^GSPC,first,78,4/11/25,8980.89,8000,9029.93
B,^GSPC,first,79,4/11/25,8980.89,8000,9087.6
B,^GSPC,first,80,4/11/25,8980.89,8000,8816.36
B,^GSPC,first,81,4/11/25,8980.89,8000,9048.2
B,^GSPC,first,82,4/11/25,8980.89,8000,9124.01
B,^GSPC,first,83,4/11/25,8980.89,8000,9257.02
B,^GSPC,first,84,4/11/25,8980.89,8000,8770.62
B,^GSPC,first,85,4/11/25,8980.89,8000,8846.24
B,^GSPC,first,86,4/11/25,8980.89,8000,9066.47
B,^GSPC,first,87,4/11/25,8980.89,8000,9078.52
B,^GSPC,first,88,4/11/25,8980.89,8000,9100.17
B,^GSPC,first,89,4/11/25,8980.89,8000,9038.9
B,^GSPC,first,90,4/11/25,8980.89,8000,8797.53
B,^GSPC,first,91,4/11/25,8980.89,8000,8816.51
B,^GSPC,first,92,4/11/25,8980.89,8000,8943.67
B,^GSPC,first,93,4/11/25,8980.89,8000,8922.52
B,^GSPC,first,94,4/11/25,8980.89,8000,8970.47
B,^GSPC,first,95,4/11/25,8980.89,8000,8938.71
B,^GSPC,first,96,4/11/25,8980.89,8000,9127.5
B,^GSPC,first,97,4/11/25,8980.89,8000,9147.81
B,^GSPC,first,98,4/11/25,8980.89,8000,8927.28
B,^GSPC,first,99,4/11/25,8980.89,8000,8884.05
B,^GSPC,first,100,4/11/25,8980.89,8000,9104.81
B,^GSPC,losing,1,4/11/25,9269.68,8250,8883.75
B,^GSPC,losing,2,4/11/25,9269.68,8250,8934.91
B,^GSPC,losing,3,4/11/25,9269.68,8250,8788.8
B,^GSPC,losing,4,4/11/25,9269.68,8250,9251.29
B,^GSPC,losing,5,4/11/25,9269.68,8250,8944.39
B,^GSPC,losing,6,4/11/25,9269.68,8250,8957.45
B,^GSPC,losing,7,4/11/25,9269.68,8250,9107.29
B,^GSPC,losing,8,4/11/25,9269.68,8250,8932.77
B,^GSPC,losing,9,4/11/25,9269.68,8250,8905.65
B,^GSPC,losing,10,4/11/25,9269.68,8250,8901.07
B,^GSPC,losing,11,4/11/25,9269.68,8250,8813.55
B,^GSPC,losing,12,4/11/25,9269.68,8250,8707.09
B,^GSPC,losing,13,4/11/25,9269.68,8250,9212.45
B,^GSPC,losing,14,4/11/25,9269.68,8250,9051.69
B,^GSPC,losing,15,4/11/25,9269.68,8250,9262.75
B,^GSPC,losing,16,4/11/25,9269.68,8250,9020.8
B,^GSPC,losing,17,4/11/25,9269.68,8250,9061.3
B,^GSPC,losing,18,4/11/25,9269.68,8250,9178.86
B,^GSPC,losing,19,4/11/25,9269.68,8250,9117.54
B,^GSPC,losing,20,4/11/25,9269.68,8250,8995.51
B,^GSPC,losing,21,4/11/25,9269.68,8250,8974.42
B,^GSPC,losing,22,4/11/25,9269.68,8250,9136.68
B,^GSPC,losing,23,4/11/25,9269.68,8250,9014.96
B,^GSPC,losing,24,4/11/25,9269.68,8250,9110.08
B,^GSPC,losing,25,4/11/25,9269.68,8250,9000.99
B,^GSPC,losing,26,4/11/25,9269.68,8250,9065.65
B,^GSPC,losing,27,4/11/25,9269.68,8250,9084.77
B,^GSPC,losing,28,4/11/25,9269.68,8250,9199.58
B,^GSPC,losing,29,4/11/25,9269.68,8250,8891.88
B,^GSPC,losing,30,4/11/25,9269.68,8250,9060.41
B,^GSPC,losing,31,4/11/25,9269.68,8250,9227.22
B,^GSPC,losing,32,4/11/25,9269.68,8250,9075.57
B,^GSPC,losing,33,4/11/25,9269.68,8250,8803.11
B,^GSPC,losing,34,4/11/25,9269.68,8250,9047.03
B,^GSPC,losing,35,4/11/25,9269.68,8250,8999.45
B,^GSPC,losing,36,4/11/25,9269.68,8250,8945.34
B,^GSPC,losing,37,4/11/25,9269.68,8250,8804.05
B,^GSPC,losing,38,4/11/25,9269.68,8250,8875.49
B,^GSPC,losing,39,4/11/25,9269.68,8250,9092.13
B,^GSPC,losing,40,4/11/25,9269.68,8250,9085.6
B,^GSPC,losing,41,4/11/25,9269.68,8250,9163.64
B,^GSPC,losing,42,4/11/25,9269.68,8250,9269.5
B,^GSPC,losing,43,4/11/25,9269.68,8250,8824.46
B,^GSPC,losing,44,4/11/25,9269.68,8250,8937.34
B,^GSPC,losing,45,4/11/25,9269.68,8250,9301.14
B,^GSPC,losing,46,4/11/25,9269.68,8250,9102.33
B,^GSPC,losing,47,4/11/25,9269.68,8250,8810.2
B,^GSPC,losing,48,4/11/25,9269.68,8250,8990.29
B,^GSPC,losing,49,4/11/25,9269.68,8250,8983.94
B,^GSPC,losing,50,4/11/25,9269.68,8250,8799.31
B,^GSPC,losing,51,4/11/25,9269.68,8250,8812.69
B,^GSPC,losing,52,4/11/25,9269.68,8250,9097.68
B,^GSPC,losing,53,4/11/25,9269.68,8250,9066.13
B,^GSPC,losing,54,4/11/25,9269.68,8250,8728.38
B,^GSPC,losing,55,4/11/25,9269.68,8250,9001.11
B,^GSPC,losing,56,4/11/25,9269.68,8250,8902.56
B,^GSPC,losing,57,4/11/25,9269.68,8250,8720.19
B,^GSPC,losing,58,4/11/25,9269.68,8250,8926.85
B,^GSPC,losing,59,4/11/25,9269.68,8250,9118.54
B,^GSPC,losing,60,4/11/25,9269.68,8250,9204.5
B,^GSPC,losing,61,4/11/25,9269.68,8250,9027.24
B,^GSPC,losing,62,4/11/25,9269.68,8250,9102.23
B,^GSPC,losing,63,4/11/25,9269.68,8250,9092.62
B,^GSPC,losing,64,4/11/25,9269.68,8250,9184.65
B,^GSPC,losing,65,4/11/25,9269.68,8250,8888.83
B,^GSPC,losing,66,4/11/25,9269.68,8250,9029.69
B,^GSPC,losing,67,4/11/25,9269.68,8250,9065.96
B,^GSPC,losing,68,4/11/25,9269.68,8250,8813.21
B,^GSPC,losing,69,4/11/25,9269.68,8250,8684.11
B,^GSPC,losing,70,4/11/25,9269.68,8250,9186.43
B,^GSPC,losing,71,4/11/25,9269.68,8250,9105.35
B,^GSPC,losing,72,4/11/25,9269.68,8250,8981.93
B,^GSPC,losing,73,4/11/25,9269.68,8250,8926.81
B,^GSPC,losing,74,4/11/25,9269.68,8250,9108.74
B,^GSPC,losing,75,4/11/25,9269.68,8250,8663.69
B,^GSPC,losing,76,4/11/25,9269.68,8250,9161.62
B,^GSPC,losing,77,4/11/25,9269.68,8250,9116.01
B,^GSPC,losing,78,4/11/25,9269.68,8250,9029.93
B,^GSPC,losing,79,4/11/25,9269.68,8250,9087.6
B,^GSPC,losing,80,4/11/25,9269.68,8250,8816.36
B,^GSPC,losing,81,4/11/25,9269.68,8250,9048.2
B,^GSPC,losing,82,4/11/25,9269.68,8250,9124.01
B,^GSPC,losing,83,4/11/25,9269.68,8250,9257.02
B,^GSPC,losing,84,4/11/25,9269.68,8250,8770.62
B,^GSPC,losing,85,4/11/25,9269.68,8250,8846.24
B,^GSPC,losing,86,4/11/25,9269.68,8250,9066.47
B,^GSPC,losing,87,4/11/25,9269.68,8250,9078.52
B,^GSPC,losing,88,4/11/25,9269.68,8250,9100.17
B,^GSPC,losing,89,4/11/25,9269.68,8250,9038.9
B,^GSPC,losing,90,4/11/25,9269.68,8250,8797.53
B,^GSPC,losing,91,4/11/25,9269.68,8250,8816.51
B,^GSPC,losing,92,4/11/25,9269.68,8250,8943.67
B,^GSPC,losing,93,4/11/25,9269.68,8250,8922.52
B,^GSPC,losing,94,4/11/25,9269.68,8250,8970.47
B,^GSPC,losing,95,4/11/25,9269.68,8250,8938.71
B,^GSPC,losing,96,4/11/25,9269.68,8250,9127.5
B,^GSPC,losing,97,4/11/25,9269.68,8250,9147.81
B,^GSPC,losing,98,4/11/25,9269.68,8250,8927.28
B,^GSPC,losing,99,4/11/25,9269.68,8250,8884.05
B,^GSPC,losing,100,4/11/25,9269.68,8250,9104.81
B,^GSPC,growing,1,4/11/25,9025.03,8000,8883.75
B,^GSPC,growing,2,4/11/25,9025.03,8000,8934.91
B,^GSPC,growing,3,4/11/25,9025.03,8000,8788.8
B,^GSPC,growing,4,4/11/25,9025.03,8000,9251.29
B,^GSPC,growing,5,4/11/25,9025.03,8000,8944.39
B,^GSPC,growing,6,4/11/25,9025.03,8000,8957.45
B,^GSPC,growing,7,4/11/25,9025.03,8000,9107.29
B,^GSPC,growing,8,4/11/25,9025.03,8000,8932.77
B,^GSPC,growing,9,4/11/25,9025.03,8000,8905.65
B,^GSPC,growing,10,4/11/25,9025.03,8000,8901.07
B,^GSPC,growing,11,4/11/25,9025.03,8000,8813.55
B,^GSPC,growing,12,4/11/25,9025.03,8000,8707.09
B,^GSPC,growing,13,4/11/25,9025.03,8000,9212.45
B,^GSPC,growing,14,4/11/25,9025.03,8000,9051.69
B,^GSPC,growing,15,4/11/25,9025.03,8000,9262.75
B,^GSPC,growing,16,4/11/25,9025.03,8000,9020.8
B,^GSPC,growing,17,4/11/25,9025.03,8000,9061.3
B,^GSPC,growing,18,4/11/25,9025.03,8000,9178.86
B,^GSPC,growing,19,4/11/25,9025.03,8000,9117.54
B,^GSPC,growing,20,4/11/25,9025.03,8000,8995.51
B,^GSPC,growing,21,4/11/25,9025.03,8000,8974.42
B,^GSPC,growing,22,4/11/25,9025.03,8000,9136.68
B,^GSPC,growing,23,4/11/25,9025.03,8000,9014.96
B,^GSPC,growing,24,4/11/25,9025.03,8000,9110.08
B,^GSPC,growing,25,4/11/25,9025.03,8000,9000.99
B,^GSPC,growing,26,4/11/25,9025.03,8000,9065.65
B,^GSPC,growing,27,4/11/25,9025.03,8000,9084.77
B,^GSPC,growing,28,4/11/25,9025.03,8000,9199.58
B,^GSPC,growing,29,4/11/25,9025.03,8000,8891.88
B,^GSPC,growing,30,4/11/25,9025.03,8000,9060.41
B,^GSPC,growing,31,4/11/25,9025.03,8000,9227.22
B,^GSPC,growing,32,4/11/25,9025.03,8000,9075.57
B,^GSPC,growing,33,4/11/25,9025.03,8000,8803.11
B,^GSPC,growing,34,4/11/25,9025.03,8000,9047.03
B,^GSPC,growing,35,4/11/25,9025.03,8000,8999.45
B,^GSPC,growing,36,4/11/25,9025.03,8000,8945.34
B,^GSPC,growing,37,4/11/25,9025.03,8000,8804.05
B,^GSPC,growing,38,4/11/25,9025.03,8000,8875.49
B,^GSPC,growing,39,4/11/25,9025.03,8000,9092.13
B,^GSPC,growing,40,4/11/25,9025.03,8000,9085.6
B,^GSPC,growing,41,4/11/25,9025.03,8000,9163.64
B,^GSPC,growing,42,4/11/25,9025.03,8000,9269.5
B,^GSPC,growing,43,4/11/25,9025.03,8000,8824.46
B,^GSPC,growing,44,4/11/25,9025.03,8000,8937.34
B,^GSPC,growing,45,4/11/25,9025.03,8000,9301.14
B,^GSPC,growing,46,4/11/25,9025.03,8000,9102.33
